ricambierà	1.0
aumentiamo	0.8045149989556235
fback	0.7564105848064686
ricambi	0.7042090918174988
seguirci	0.6674429653354568
guadagni	0.6674261801463284
seguindo	0.6601932840997204
ricambio	0.5983260935915193
segnalare	0.5541501129486246
ricambiare	0.5541090969790605
benvenuta	0.5536355063539986
condivisione	0.5329101001733532
disturbo	0.5109374251535284
bacione	0.5029699436282844
claro	0.5028651607503696
benvenuto	0.49450311678221004
gentilissima	0.4786758345128843
gentilissimo	0.47480007913411404
ricambia	0.47445115402810667
mille	0.4629018291165319
altrettanto	0.4417866371335597
benvenuti	0.43465412259734015
pergi	0.4333660112082651
occhiata	0.42793854903438855
anticipo	0.40709766218683585
bye	0.391418012320776
shoutout	0.3863085695616002
braccialetti	0.3824014390554915
splendore	0.37543057373530564
potresti	0.36658699847343024
follow	0.3556073568041176
grazie	0.35539063751777156
seguite	0.33707057328746726
scambio	0.3265493337849932
aggiungi	0.316764701357898
buon	0.30969718614267894
follback	0.30568519748283274
seguitemi	0.2991434815064906
segnalazione	0.29882222622787213
seguirmi	0.2932157182116817
piacere	0.28866401151337273
serena	0.2876785677771787
sereno	0.27252703665376043
crepi	0.27129354119750837
ricambiato	0.2628483413563367
silvia	0.2610234955625923
gentile	0.2595271219927979
complimenti	0.25890742897992625
back	0.2584783474357162
carissima	0.2570661188515191
buona	0.2557896219183693
buonasera	0.2508279982875268
auguro	0.24730923631432078
consiglio	0.24676151368268395
buonanotte	0.2433277378059211
hei	0.23801525477594754
lupo	0.236114784324712
segui	0.23281794371760034
posizione	0.23132868272760465
aspettiamo	0.2301054381535721
infinite	0.22994853757569977
like	0.22360024120898947
dolcezza	0.22215139030864806
crediti	0.21732480642877605
ciao	0.21422038501274798
splendida	0.21249474425753245
buondì	0.2107889169980497
baci	0.20782990830774462
abbinato	0.20686201249967184
ringrazio	0.1997598925714661
informazione	0.19510229838611748
aggiungo	0.1887260654673506
apprezzo	0.18784084420935643
opinione	0.1833556487113468
raccomando	0.18310466570538697
stima	0.18189190320154136
aumenta	0.1808915758077314
ottimo	0.17972429907369114
stimo	0.17738791614950933
dolcissima	0.1759173664125917
meraviglia	0.17542811142414472
buongiorno	0.17491196226608818
preoccuparti	0.17308994356912621
ottima	0.17175141572395192
info	0.17146580580306048
proverò	0.1691621360036628
farai	0.1684738199916933
parere	0.16763188533828766
ciaoo	0.1665350199252964
onore	0.16466359303810085
lettura	0.16404693953169747
vedrai	0.1638433600412934
bio	0.16368499157455818
spacca	0.16360311687880125
conoscerti	0.16212046504181954
saluti	0.1615704945730656
ognuno	0.16055866861961965
piaccia	0.15854221497248044
averci	0.15638766233631562
potreste	0.15611324712435004
hey	0.1540767610623539
seguita	0.15218027746372642
ehy	0.15130425850651963
avermi	0.15119676276135152
paola	0.14978235339108337
fantastica	0.14858701451923428
avermelo	0.14388299296427776
lista	0.14341247584536565
certamente	0.13952422457231384
followers	0.1384603745594679
sorriso	0.1363728711057537
visitare	0.1349566225968568
saluto	0.13490267534061529
aww	0.1338695463460695
sommato	0.1332127939634029
ciaooo	0.13277674103096193
trovi	0.13251761353427272
emozioni	0.13247533683145019
recensione	0.12787410527631682
complimento	0.12740604573715375
seguendo	0.12482464284015138
sorridere	0.12477594181015328
pasqua	0.12464543346268031
cara	0.12416848475130737
utile	0.1230596438864131
grandissimo	0.12072200976152181
meravigliosa	0.11946062735470453
seguirti	0.11892934067372263
buone	0.11872491489201731
bella	0.11568510791603814
contento	0.11476756197371496
meriti	0.11424225848721603
